,User-ID,Location,Age
35956,35957,"santiago de compostela, a coruña, spain",21.0
271819,271820,"utrecht, utrecht, netherlands",
192864,192865,"pittsburgh, pennsylvania, usa",42.0
111329,111330,"poole, dorset, united kingdom",
266394,266395,"málaga, *n/a*, spain",16.0
23355,23356,"altenkirchen, germany, deutsches reich",17.0
51679,51680,"delhi, delhi, india",
239296,239297,"cavareno, trentino alto adige, italy",47.0
194867,194868,"guadalajara, guadalajara, mexico",33.0
24289,24290,"walllingford, connecticut, usa",
55744,55745,"monroe twp, new jersey, usa",
196186,196187,"calgary, alberta, canada",
75267,75268,"pistoia, toscana, italy",25.0
215457,215458,"new york, new york, usa",44.0
38679,38680,"pasadena, california, usa",
195790,195791,"helsinki, n/a, finland",21.0
215979,215980,"new orleans, louisiana, usa",
137160,137161,"ho ho kus, new jersey, usa",
210460,210461,"jundiaí, são paulo, brazil",23.0
72424,72425,"winnipeg, manitoba, canada",17.0
263006,263007,"sofia, n/a, bulgaria",38.0
54817,54818,"anaheim, california, usa",35.0
189056,189057,"gandia, valencia, spain",17.0
263909,263910,"villanueva de la torre, guadalajara, spain",28.0
129700,129701,"kirkland, washington, usa",34.0
111250,111251,"new orleans, louisiana, usa",
115312,115313,"greenville, illinois, usa",57.0
239700,239701,"scarborough, maine, usa",
201387,201388,"calgary, alberta, canada",
68805,68806,"reisterstown, maryland, usa",40.0
182592,182593,"graz, steiermark, austria",37.0
26638,26639,"indianapolis, indiana, usa",60.0
91723,91724,"olympia, washington, usa",46.0
180996,180997,"mount vincent, new south wales, australia",
203779,203780,"fort pierce, florida, usa",
64492,64493,"calne, wiltshire,",
40781,40782,"clarksdale, mississippi, usa",
108209,108210,"austin, texas, usa",35.0
13402,13403,"delft, british columbia, netherlands",
133773,133774,"linden, michigan, usa",37.0
151844,151845,"berlin, berlin, germany",36.0
138517,138518,"birmingham, alabama, usa",31.0
187786,187787,"hürth, nordrhein-westfalen, germany",20.0
149638,149639,"los angeles, california, usa",
272930,272931,"hercules, california, usa",47.0
135968,135969,"belfast, northern ireland, united kingdom",33.0
179292,179293,"kenosha, wisconsin, usa",
198655,198656,"murrieta, california, usa",50.0
29931,29932,"huntington beach, california, usa",62.0
76782,76783,"tel-aviv, n/a, israel",20.0
235726,235727,"germantown, maryland, usa",41.0
231274,231275,"la puente, california, usa",18.0
9477,9478,"coventry, england, united kingdom",32.0
105715,105716,"north potomac, maryland, usa",38.0
34360,34361,"baton rouge, louisiana, usa",
108181,108182,"oregon city, oregon, usa",32.0
101205,101206,"herzebrock-clarholz, nordrheinwestfalen, germany",
230422,230423,"benidorm, alicante, spain",17.0
106139,106140,"new orleans, louisiana, usa",30.0
262863,262864,"mumbai, maharashtra, india",
131617,131618,"sioux city, iowa, usa",
162680,162681,"pisa, toscana, italy",26.0
147067,147068,"putney, london, united kingdom",
56556,56557,"brisbane, queensland, australia",
97856,97857,"oirschot, noord-brabant, netherlands",36.0
143634,143635,"south riding, virginia, usa",
196050,196051,"pittsburgh, pennsylvania, usa",37.0
122598,122599,"candelaria, s/c de tenerife, spain",16.0
246886,246887,"tucson, arizona, usa",45.0
5625,5626,"wolfsburg, niedersachsen, germany",
32586,32587,"rolla, missouri, usa",71.0
20573,20574,"nyc, new york, usa",45.0
247510,247511,"newtownards, northern ireland, united kingdom",29.0
222875,222876,"lodi, california, usa",22.0
214634,214635,"shenzhen, guangdong, china",
5667,5668,"grand island, nebraska, usa",40.0
206785,206786,"alburquerque, new mexico, usa",42.0
244479,244480,"moorpark, california, usa",
131109,131110,"weatogue, connecticut, usa",69.0
27895,27896,"fitzroy north, victoria, australia",62.0
207269,207270,"orlando, florida, usa",39.0
73478,73479,"fairview, west virginia, usa",16.0
261123,261124,"dallas, texas, usa",25.0
191224,191225,"boston, massachusetts, usa",
228478,228479,"long island city, new york, usa",
177728,177729,", ,",22.0
199141,199142,"vancouver, washington, usa",
126656,126657,"wiesbaden, hessen, germany",
61634,61635,"essen, nrw, germany",
35947,35948,"buffalo, new york, usa",45.0
142967,142968,"arlington, texas, usa",
107405,107406,"vila nova de gaia porto, n/a, portugal",20.0
215021,215022,"ulm, baden-wuerttemberg, germany",
195866,195867,"chesterfield, missouri, usa",
107719,107720,"paris, ile-de-france, france",40.0
97705,97706,"uppsala, n/a, sweden",
56300,56301,"mount hope, ontario, canada",
204136,204137,"louisville, kentucky, usa",29.0
277453,277454,"kamloops, british columbia, canada",
61642,61643,"niederkassel-rheidt, nordrhein-westfalen, germany",34.0
254449,254450,"festus, missouri, usa",33.0
79041,79042,"toronto, ontario, canada",22.0
145372,145373,"fuengirola, malaga, spain",16.0
151557,151558,"south river, ontario, canada",54.0
75847,75848,"padova, veneto, italy",24.0
187456,187457,"meriden, connecticut, usa",
194204,194205,"toronto, ontario, canada",42.0
271355,271356,"zürich, sachsen, switzerland",24.0
111637,111638,"algonquin, illinois, usa",
108394,108395,"council bluffs, iowa, usa",51.0
160484,160485,"moreno valley, california, usa",
161590,161591,"new orleans, louisiana, usa",32.0
191272,191273,"pula, istra, croatia",
438,439,"tiburon, california, usa",
12664,12665,"reggio calabria, calabria, italy",
32755,32756,"nazareth, pennsylvania, usa",15.0
85334,85335,"vejle, eastjylland, denmark",34.0
690,691,"london, greater london, united kingdom",25.0
141077,141078,"madrid, madrid, spain",30.0
177031,177032,"los angeles, california, usa",
207292,207293,"manitowoc, wisconsin, usa",40.0
138873,138874,"donostia-san sebastián, guipúzcoa, spain",18.0
19859,19860,"long beach, california, usa",
140972,140973,"ottawa, ontario, canada",
28415,28416,"adelaide, n/a, australia",18.0
92650,92651,"lethbridge, alberta, canada",
92041,92042,"west haven, connecticut, usa",35.0
197789,197790,"metairie, louisiana, usa",
258422,258423,"alton, illinois, usa",
230016,230017,"melbourne, victoria, australia",
267055,267056,"new york, new york, usa",
47247,47248,"salem, new hampshire, usa",
264161,264162,"kissimmee, florida, usa",49.0
168386,168387,"frankston, victoria, australia",32.0
182412,182413,"winterberg, nordrhein-westfalen, germany",15.0
235852,235853,"auckland, n/a, new zealand",
173146,173147,"london, n/a, united kingdom",
205310,205311,"colorado springs, ,",
273331,273332,"santiago, santiago, chile",
248194,248195,"kenton, ,",
169777,169778,"w. st. paul, minnesota, usa",
135740,135741,"troy, new york, usa",
268665,268666,"woodinville, washington, usa",
253941,253942,"la línea, andalucia, spain",39.0
26446,26447,"nacka, stockholm, sweden",
255695,255696,"st. petersburg, florida, usa",
170106,170107,"trichy, tamilnadu, india",
181830,181831,"felixstowe, england, united kingdom",
234194,234195,"cheshire, connecticut, usa",16.0
261153,261154,"durham, north carolina, usa",37.0
195306,195307,"columbus, ohio, usa",50.0
149526,149527,"amsterdam, n/a, netherlands",59.0
170771,170772,"selma, north carolina, usa",68.0
266096,266097,"charleston, south carolina, usa",
44203,44204,"cologne, nordrhein-westfalen, germany",
93804,93805,"atlanta, georgia, usa",59.0
9655,9656,"houston, texas, usa",11.0
13620,13621,"zionville, north carolina, usa",31.0
35354,35355,"cleveland, ohio, usa",25.0
26918,26919,"ooltewah, tennessee, usa",49.0
219001,219002,"canton, georgia, usa",52.0
197141,197142,"vancouver, british columbia, canada",
81161,81162,"winnipeg, manitoba, canada",28.0
77521,77522,"bülach, canton zurich, switzerland",32.0
139071,139072,"hebron, indiana, usa",46.0
28143,28144,"orlando, florida, usa",
153072,153073,"barcelona, barcelona, spain",23.0
116926,116927,"middletown, connecticut, usa",
219788,219789,"goodyear, arizona, usa",28.0
255533,255534,"portland, oregon, usa",
265553,265554,"oswego, new york, usa",
21379,21380,"grand rapids, michigan, usa",
217876,217877,"dunedin, otago, new zealand",13.0
174966,174967,"ann arbor, michigan, usa",36.0
10294,10295,"scandicci, firenze, italy",
149113,149114,"santiago, santiago, chile",37.0
246095,246096,"london, england, united kingdom",
266995,266996,"wuhan, hubei, china",
105079,105080,"solon, ohio, usa",49.0
140310,140311,"weimar, thueringen, germany",
247936,247937,"hazelwood, missouri, usa",52.0
34729,34730,"white oak, texas, usa",35.0
161706,161707,"burbank, illinois, usa",
15781,15782,"portland, oregon, usa",31.0
36427,36428,"burnaby, british columbia, canada",
186310,186311,"bridgewater, new jersey, usa",
146832,146833,"tampere, n/a, finland",
62173,62174,"barcelona, catalunya, spain",22.0
167311,167312,"vibo valentia, calabria, italy",27.0
109925,109926,"gastonia, north carolina, usa",48.0
194725,194726,"london, england, united kingdom",49.0
242646,242647,"richmond, england, united kingdom",
140895,140896,"dalas, texas, usa",20.0
255212,255213,"schleswig, schleswig-holstein, germany",28.0
177954,177955,"san francisco, ,",
223950,223951,"elkins, west virginia, usa",35.0
118109,118110,"barcelona, \n/a\"", spain""",33.0
159822,159823,"manhattan beach, california, usa",
52361,52362,"haworth, oklahoma, usa",32.0
23323,23324,"union springs, new york, usa",54.0
261195,261196,"cheyenne, wyoming, usa",
169112,169113,"magnolia, ,",
233305,233306,"shrub oak, new york, usa",26.0
67273,67274,"bloomington, minnesota, usa",
35408,35409,"58791 werdohl, nordrhein-westfalen, germany",23.0
122411,122412,"mckinney, texas, usa",39.0
226645,226646,"melbourne, victoria, australia",12.0
212590,212591,"shipshewana, indiana, usa",
53917,53918,"vaucluse, new south wales, australia",27.0
172234,172235,"drummond, victoria, australia",59.0
177740,177741,"kansas city, missouri, usa",47.0
80118,80119,"burlington, ontario, canada",63.0
13492,13493,"mihara, hiroshima, japan",
21772,21773,"del city, oklahoma, usa",
231506,231507,"glasgow, scotland, united kingdom",21.0
53357,53358,"palmerston, northern territory, australia",19.0
258544,258545,"daly city, california, usa",
169979,169980,"bakewell, west yorks, united kingdom",
37703,37704,"gardiner, maine, usa",33.0
35611,35612,"victoria, british columbia, canada",37.0
86831,86832,"oakland, california, usa",
256128,256129,"milano, lombardia, italy",
182820,182821,"sioux falls, south dakota, usa",
9976,9977,"roma, lazio, italy",
248763,248764,"waterloo, ontario, canada",36.0
273719,273720,"rye, texas, usa",
43708,43709,"staten island, new york, usa",23.0
87337,87338,"london, ontario, canada",26.0
88454,88455,"aalborg ø, n/a, denmark",25.0
171015,171016,"anniston, alabama, usa",47.0
167815,167816,"austin, texas, usa",22.0
195313,195314,"san josè, n/a, costa rica",20.0
37317,37318,"la paz, la paz, bolivia",
35614,35615,"rayland, ohio, usa",20.0
95052,95053,"düsseldorf, nordrhein-westfalen, germany",52.0
179474,179475,"near charlotte, north carolina, usa",
128126,128127,"sewanee, tennessee, usa",31.0
83950,83951,"charleston, south carolina, usa",
11673,11674,"herscher, illinois, usa",
153187,153188,"san francisco, california, usa",
229999,230000,"jaén, jaén, spain",32.0
196108,196109,"plaquemine, louisiana, usa",
21915,21916,"watertown, massachusetts, usa",38.0
73357,73358,"santiago de querétaro, querétaro, mexico",
24155,24156,"stuttgart, baden-wuerttemberg, germany",28.0
94042,94043,"victoria, british columbia, canada",40.0
25405,25406,"cary, north carolina, usa",53.0
118233,118234,"highland park, illinois, usa",50.0
93576,93577,"oakland, california, usa",58.0
152028,152029,"wellington, new zealand, new zealand",42.0
185979,185980,"san diego, california, usa",
153467,153468,"bethalto, illinois, usa",
133725,133726,"millington, michigan, usa",
184318,184319,"lenoir  city, tennessee, usa",13.0
243250,243251,"roma, lazio, italy",35.0
178179,178180,"mississauga, ontario, canada",34.0
131931,131932,"pleasanton, california, usa",
29098,29099,"dover, new york, usa",58.0
144917,144918,"knights landing, california, usa",
81561,81562,"brighton, england, united kingdom",35.0
249558,249559,"arlington, texas, usa",60.0
218677,218678,"norwich, england, united kingdom",39.0
79673,79674,"rossville, georgia, usa",43.0
111038,111039,"cleveland, ohio, usa",
91519,91520,"murcia, murcia, spain",24.0
222536,222537,"olympia, washington, usa",30.0
75138,75139,"mumbai, michigan, india",21.0
34289,34290,"haddonfield, new jersey, usa",
110726,110727,"sydney, new south wales, australia",
64269,64270,"embudo, new mexico, usa",
219137,219138,"kennesaw, georgia, usa",23.0
110126,110127,"cambridge, massachusetts, usa",
65932,65933,"daejeon, n/a, south korea",
44450,44451,"alton, missouri, usa",
202461,202462,"arlington, texas, usa",32.0
28192,28193,"n/a, n/a, singapore",25.0
53807,53808,"barbera, barcelona, spain",20.0
261026,261027,"rotterdam, zuid-holland, netherlands",
219637,219638,"bloomington, minnesota, usa",
216198,216199,"san francisco, california, usa",
197321,197322,"haarlem, nebraska, netherlands",
210268,210269,"sandwell, england, united kingdom",38.0
142605,142606,"duluth, minnesota, usa",17.0
250099,250100,"northridge, california, usa",
139254,139255,"olympia, washington, usa",21.0
59443,59444,"belmont, new hampshire, usa",41.0
257922,257923,"langford, western australia, australia",39.0
116658,116659,"wilmington, delaware, usa",
166387,166388,"brisbane, queensland, australia",
69856,69857,"austin, texas, usa",
57555,57556,"san francisco, california, usa",36.0
40667,40668,"live oak, florida, usa",35.0
34304,34305,"memphis, tennessee, usa",
231270,231271,"fribourg, fr, switzerland",34.0
264424,264425,"diedorf, thueringen, germany",19.0
100016,100017,"calgary, alberta, canada",18.0
12601,12602,"ottawa, ontario, canada",27.0
128332,128333,"oradell, new jersey, usa",24.0
151986,151987,"bailieboro, ontario, canada",37.0
135168,135169,"lille, nord-pas-de-calais,",19.0
75198,75199,"godella, valencia, spain",43.0
14634,14635,"san jose, san jose, costa rica",
264092,264093,"tucson, arizona, usa",65.0
92560,92561,"mechanicsville, iowa, usa",35.0
174363,174364,"moorabbin, victoria, australia",37.0
92905,92906,"calicut, kerala, india",41.0
110278,110279,"oberhausen, nordrhein-westfalen, germany",
74494,74495,"san diego, california, usa",
209840,209841,"wendelstein, bayern, germany",30.0
61828,61829,"covina, california, usa",18.0
229897,229898,"dayton, ohio, usa",
53195,53196,"surrey, british columbia, canada",
40798,40799,"toronto, ontario, canada",43.0
133282,133283,"grand rapids, michigan, usa",26.0
265143,265144,"pauscha, sachsen-anhalt, germany",49.0
99866,99867,"fayetteville, north carolina, usa",35.0
157635,157636,"jackson, michigan, usa",41.0
98365,98366,"new orleans, louisiana, usa",
219904,219905,"dallas, texas, usa",49.0
185627,185628,"london, england, united kingdom",17.0
89859,89860,"niagara falls, ontario, canada",24.0
61917,61918,"carrboro, north carolina, usa",22.0
182553,182554,"cupertino, california, usa",
64935,64936,"modesto, california, usa",
146466,146467,"camden, delaware, usa",54.0
55397,55398,"cheyenne, oklahoma, usa",
80292,80293,"rochester, new york, usa",52.0
128541,128542,"orangevale, california, usa",58.0
234731,234732,"alicante, alicante, spain",20.0
52507,52508,"bovisio masciago, lombardia, italy",31.0
228015,228016,"corvallis, oregon, usa",
17407,17408,"tucson, arizona, usa",
71840,71841,"guelph, ontario, canada",
257556,257557,"canton, ohio, usa",31.0
10524,10525,"oberhaching, bayern, germany",
137187,137188,"sydney, new south wales, australia",40.0
127363,127364,"beaufort, north carolina, usa",
268135,268136,"portales, new mexico, usa",49.0
157455,157456,"toronto, ontario, canada",
275746,275747,"tallahassee, florida, usa",
237132,237133,"oaxaca, oaxaca, mexico",19.0
21168,21169,"st. paul, minnesota, usa",16.0
229562,229563,"london, england, united kingdom",
126776,126777,"bratislava, n/a, slovakia",17.0
177511,177512,"regina, saskatchewan, canada",
225027,225028,"santa eulalia, illes balears, spain",27.0
155009,155010,"independence, kentucky, usa",40.0
